formula,g,i,intensity,name,q
C445H701N119O142P2S3,6,108,16583,,10
C445H701N119O142P2S3,7,108,23607,,10
C448H706N120O144P2S3,-1,108,15798,,9
C448H706N120O144P2S3,-1,108,26878,,10
C464H734N126O149P2S3,0,108,26730,,10
C464H734N126O149P2S3,1,108,17658,,10
C464H734N126O149P2S3,7,108,28714,,10
C479H760N130O154P2S3,-1,108,21764,,11
C479H760N130O154P2S3,6,108,23311,,11
C494H784N134O161P2S3,2,108,20199,,10
C500H796N138O162P2S3,-1,108,18051,,10
C500H796N138O162P2S3,3,108,17281,,10
C505H804N140O164P2S3,3,108,40816,,10
C505H804N140O164P2S3,7,108,1961,,10
C505H804N140O164P2S3,8,108,24990,,10
C505H804N140O164P2S3,2,108,1507,,11
C505H804N140O164P2S3,3,108,205,,11
C505H804N140O164P2S3,4,108,29061,,11
C511H816N142O165P2S3,8,108,20720,,10
C525H839N145O170P2S3,-1,108,23500,,12
C548H864N148O175P2S3,-1,108,23558,,11
C548H864N148O175P2S3,2,108,21305,,11
C552H871N149O177P2S3,5,108,19133,,11
C634H995N171O202P2S3,-1,108,20171,,14
C690H1088N190O222P2S5,-1,108,30015,,15
C690H1088N190O222P2S5,0,108,37304,,15
C693H1093N191O224P2S5,-1,108,32404,,15
C697H1098N192O227P2S5,3,108,34345,,14
C740H1175N203O238P2S5,-1,108,18205,,16
C746H1182N206O239P2S5,1,108,39988,,16
C763H1211N211O247P2S5,-1,108,72676,,15
C763H1211N211O247P2S5,3,108,769,,15
C763H1211N211O247P2S5,-1,108,4764,,16
C763H1211N211O247P2S5,1,108,43519,,16
C13H22N3O7,0,108,34128,,1
C13H22N3O7,1,108,3244,,1
C18H29N4O10,0,108,20405,,1
C21H34N5O12,0,108,22634,,1
C27H41N8O13,0,108,38396,,1
C27H41N8O13,1,108,1478,,1
C33H52N9O14,0,108,13901,,1
C33H52N9O14,2,108,1533,,1
C33H52N9O14,5,108,4660,,1
C37H59N10O16,0,108,16706,,1
C43H70N11O17,0,108,29010,,1
C43H70N11O17,1,108,4922,,1
C43H70N11O17,2,108,1314,,1
C43H70N11O17,17,108,1056,,1
C43H70N11O17,18,108,2940,,1
C49H82N13O18,5,108,3432,,1
C49H82N13O18,0,108,19432,,2
C49H82N13O18,1,108,1126,,2
C55H94N15O19,1,108,7591,,1
C55H94N15O19,0,108,37681,,2
C55H94N15O19,1,108,1371,,2
C57H97N16O20,0,108,23616,,2
C57H97N16O20,1,108,4446,,2
C62H106N17O21,0,108,17607,,2
C62H106N17O21,1,108,33,,2
C70H118N19O24,0,108,90991,,2
C70H118N19O24,1,108,1734,,2
C74H123N20O27,0,108,56160,,2
C81H134N23O31,0,108,40729,,2
C81H134N23O31,1,108,1946,,2
C81H134N23O31,0,108,17651,,3
C87H145N24O32,0,108,3535,,3
C91H151N26O34,0,108,6171,,2
C91H151N26O34,1,108,380,,2
C91H151N26O34,0,108,24611,,3
C91H151N26O34,1,108,525,,3
C95H158N27O36,0,108,18423,,2
C95H158N27O36,0,108,6036,,3
C98H163N28O37S1,5,108,482,,2
C98H163N28O37S1,6,108,12184,,2
C116H192N35O43S1,0,108,8253,,4
C124H205N38O46S2,5,108,12908,,3
C124H205N38O46S2,9,108,4896,,3
C127H210N39O48S2,10,108,20031,,3
C127H210N39O48S2,11,108,55403,,3
C133H221N40O49S2,9,108,11774,,3
C144H241N44O52S2,0,108,19956,,4
C146H244N45O53S2,0,108,15895,,3
C146H244N45O53S2,2,108,5763,,3
C146H244N45O53S2,0,108,19941,,4
C146H244N45O53S2,3,108,1477,,4
C151H251N46O56S2,0,108,14756,,3
C151H251N46O56S2,4,108,14604,,3
C151H251N46O56S2,0,108,60739,,4
C151H251N46O56S2,1,108,4287,,4
C157H258N49O57S2,0,108,30473,,4
C157H258N49O57S2,0,108,15986,,5
C161H263N50O60S2,0,108,3349,,4
C165H270N51O62S2,0,108,22235,,4
C176H280N53O63S2,0,108,20360,,5
C184H292N55O66S2,3,108,13411,,4
C184H292N55O66S2,6,108,22639,,4
C184H292N55O66S2,7,108,28031,,4
C184H292N55O66S2,0,108,42934,,5
C205H328N59O70S2,0,108,18788,,5
C209H333N60O73S2,0,108,30591,,5
C209H333N60O73S2,0,108,36233,,6
C215H345N62O74S2,1,108,17691,,4
C215H345N62O74S2,5,108,18496,,4
C215H345N62O74S2,0,108,15621,,6
C228H361N64O77S2,0,108,42719,,6
C237H370N65O78S2,0,108,27803,,5
C237H370N65O78S2,1,108,16722,,5
C237H370N65O78S2,1,108,35924,,6
C242H377N66O81S2,2,108,35624,,6
C247H384N67O84S2,0,108,9956,,5
C247H384N67O84S2,2,108,11915,,5
C247H384N67O84S2,7,108,417,,5
C247H384N67O84S2,8,108,61758,,5
C247H384N67O84S2,0,108,13723,,6
C247H384N67O84S2,7,108,5721,,6
C247H384N67O84S2,8,108,39320,,6
C253H395N68O85S2,7,108,3332,,6
C256H400N69O86S2,0,108,22362,,6
C262H412N71O87S2,0,108,33379,,6
C262H412N71O87S2,1,108,7936,,6
C262H412N71O87S2,12,108,6436,,6
C262H412N71O87S2,0,108,18531,,7
C267H420N73O89S2,6,108,16012,,6
C267H420N73O89S2,0,108,11782,,7
C267H420N73O89S2,1,108,9759,,7
C273H432N77O90S2,0,108,10932,,6
C273H432N77O90S2,1,108,33769,,6
C273H432N77O90S2,6,108,23710,,6
C273H432N77O90S2,7,108,46355,,6
C273H432N77O90S2,0,108,33360,,7
C273H432N77O90S2,5,108,20559,,7
C273H432N77O90S2,0,108,7546,,8
C279H444N79O91S2,1,108,22530,,6
C279H444N79O91S2,5,108,24630,,6
C279H444N79O91S2,6,108,53145,,6
C279H444N79O91S2,1,108,13854,,7
C279H444N79O91S2,2,108,528,,7
C279H444N79O91S2,5,108,96587,,7
C279H444N79O91S2,6,108,17867,,7
C279H444N79O91S2,10,108,2364,,7
C279H444N79O91S2,3,108,24709,,8
C279H444N79O91S2,5,108,8177,,8
C283H449N80O94S2,0,108,38594,,7
C288H456N81O97S2,1,108,26519,,6
C288H456N81O97S2,0,108,21542,,7
C293H465N82O98S2,8,108,8201,,6
C293H465N82O98S2,10,108,16126,,6
C293H465N82O98S2,3,108,55812,,7
C293H465N82O98S2,5,108,16473,,7
C297H470N83O101S2,0,108,15495,,6
C319H510N91O107S2,0,108,24938,,8
C319H510N91O107S2,9,108,21421,,8
C337H538N97O113S2,0,108,9304,,7
C337H538N97O113S2,1,108,2075,,7
C337H538N97O113S2,3,108,20674,,7
C337H538N97O113S2,0,108,33897,,8
C337H538N97O113S2,2,108,13166,,8
C346H547N98O115S2,0,108,16717,,7
C352H558N99O116S2,0,108,54706,,7
C352H558N99O116S2,0,108,11325,,9
C366H583N106O120S2,1,108,14784,,8
C378H601N110O122S2,0,108,20311,,8
C382H606N111O125S2,2,108,32708,,8
C382H606N111O125S2,3,108,83445,,8
C382H606N111O125S2,4,108,72542,,8
C382H606N111O125S2,0,108,39344,,9
C382H606N111O125S2,1,108,40481,,9
C396H625N114O132S2,1,108,19190,,8
C421H665N120O140S2,6,108,11496,,10
C435H690N123O143S2,0,108,64440,,9
C459H731N129O155P1S2,0,108,6642,,11
C459H731N129O155P1S2,4,108,13802,,11
C476H753N135O157P1S2,0,108,2553,,9
C476H753N135O157P1S2,1,108,41729,,9
C485H762N136O158P1S2,0,108,30902,,10
C485H762N136O158P1S2,3,108,34741,,10
C485H762N136O158P1S2,0,108,17657,,11
C485H762N136O158P1S2,2,108,7727,,11
C502H791N141O163P1S2,1,108,6389,,11
C502H791N141O163P1S2,2,108,38282,,11
C513H809N143O165P1S2,1,108,104315,,10
C513H809N143O165P1S2,9,108,43164,,10
C513H809N143O165P1S2,6,108,40041,,12
C685H1075N188O222P2S2,0,108,39213,,14
C685H1075N188O222P2S2,1,108,53884,,15
C699H1096N191O228P2S2,0,108,44387,,14
C699H1096N191O228P2S2,4,108,26017,,15
C705H1107N192O229P2S2,2,108,32717,,14
C710H1115N194O231P2S2,1,108,39827,,15
C729H1148N199O238P2S3,0,108,121296,,17
C744H1174N203O243P2S3,0,108,33727,,15
C744H1174N203O243P2S3,4,108,990,,15
C744H1174N203O243P2S3,0,108,21600,,16
C746H1177N204O244P2S3,0,108,8484,,15
C746H1177N204O244P2S3,1,108,42463,,15
C746H1177N204O244P2S3,4,108,5207,,15
C746H1177N204O244P2S3,0,108,14432,,16
C746H1177N204O244P2S3,3,108,39049,,16
C751H1186N205O245P2S4,1,108,15811,,17
C765H1210N209O250P2S5,0,108,84117,,15
C765H1210N209O250P2S5,4,108,6645,,15
C765H1210N209O250P2S5,2,108,21442,,16
C765H1210N209O250P2S5,3,108,304475,,16
C765H1210N209O250P2S5,0,108,58634,,17
C765H1210N209O250P2S5,2,108,28010,,17
C765H1210N209O250P2S5,0,108,47560,,18
C767H1213N210O251P2S5,0,108,35010,,13
C767H1213N210O251P2S5,6,108,26096,,13
C767H1213N210O251P2S5,0,108,84973,,14
C767H1213N210O251P2S5,5,108,49117,,14
C767H1213N210O251P2S5,0,108,94269,,15
C767H1213N210O251P2S5,1,108,103390,,15
C767H1213N210O251P2S5,4,108,78081,,15
C767H1213N210O251P2S5,2,108,68986,,16
C767H1213N210O251P2S5,0,108,308783,,17
C767H1213N210O251P2S5,2,108,5972,,17
C767H1213N210O251P2S5,0,108,49733,,18
C767H1213N210O251P2S5,1,108,134945,,18
C91H155N25O32S3,1,108,2297,,2
C91H155N25O32S3,2,108,8854,,2
C91H155N25O32S3,4,108,4542,,2
C91H155N25O32S3,5,108,13605,,2
C91H155N25O32S3,8,108,15584,,2
C93H158N26O33S3,0,108,62971,,2
C93H158N26O33S3,1,108,2826,,2
C93H158N26O33S3,2,108,1511,,2
C93H158N26O33S3,6,108,11670,,2
C93H158N26O33S3,8,108,13084,,2
C93H158N26O33S3,9,108,13638,,2
C93H158N26O33S3,0,108,18257,,3
C99H170N30O34S3,1,108,11333,,2
C99H170N30O34S3,2,108,2452,,2
C99H170N30O34S3,0,108,87524,,3
C99H170N30O34S3,0,108,5053,,4
C115H197N33O37S3,0,108,33700,,3
C121H208N34O38S3,0,108,28395,,2
C121H208N34O38S3,1,108,4038,,2
C121H208N34O38S3,0,108,63220,,3
C121H208N34O38S3,0,108,8151,,4
C121H208N34O38S3,1,108,46179,,4
C130H221N37O41S3,-1,108,7291,,4
C130H221N37O41S3,0,108,7360,,4
C139H230N38O42S3,0,108,20420,,3
C139H230N38O42S3,-1,108,8880,,4
C139H230N38O42S3,0,108,33259,,4
C139H230N38O42S3,1,108,3246,,4
C139H230N38O42S3,-1,108,3327,,5
C139H230N38O42S3,0,108,3282,,5
C144H237N39O45S3,-1,108,17330,,3
C144H237N39O45S3,-1,108,27501,,4
C144H237N39O45S3,0,108,571,,4
C144H237N39O45S3,2,108,14523,,4
C152H249N41O48S3,-1,108,39733,,3
C152H249N41O48S3,0,108,5715,,3
C152H249N41O48S3,1,108,8500,,3
C155H254N42O50S3,2,108,16313,,3
C155H254N42O50S3,-1,108,14123,,4
C155H254N42O50S3,0,108,16905,,5
C159H259N43O53S3,-1,108,11879,,3
C159H259N43O53S3,0,108,15973,,3
C159H259N43O53S3,3,108,10802,,3
C159H259N43O53S3,6,108,19876,,3
C159H259N43O53S3,1,108,845,,4
C159H259N43O53S3,2,108,30528,,4
C168H268N44O55S3,0,108,25299,,4
C171H273N45O57S3,2,108,32369,,3
C171H273N45O57S3,0,108,81609,,4
C171H273N45O57S3,-1,108,16655,,5
C171H273N45O57S3,0,108,10022,,5
C175H279N47O59S3,7,108,25240,,4
C175H279N47O59S3,9,108,867,,4
C175H279N47O59S3,10,108,6081,,4
C181H290N48O60S3,1,108,7991,,4
C181H290N48O60S3,9,108,21296,,4
C187H297N51O61S3,-1,108,21755,,4
C187H297N51O61S3,1,108,21705,,4
C187H297N51O61S3,9,108,3740,,4
C187H297N51O61S3,11,108,4757,,4
C187H297N51O61S3,-1,108,14868,,5
C187H297N51O61S3,0,108,15938,,5
C187H297N51O61S3,1,108,3120,,5
C197H312N54O66S3,-1,108,16567,,4
C197H312N54O66S3,0,108,12136,,5
C201H319N55O68S3,-1,108,17150,,5
C207H330N56O69S3,-1,108,2390,,5
C210H335N57O70S3,-1,108,11583,,4
C210H335N57O70S3,1,108,40964,,4
C210H335N57O70S3,0,108,16854,,5
C210H335N57O70S3,1,108,4042,,5
C218H347N59O73S3,-1,108,39909,,4
C218H347N59O73S3,1,108,20472,,4
C218H347N59O73S3,2,108,2631,,4
C218H347N59O73S3,-1,108,67137,,5
C218H347N59O73S3,0,108,502,,5
C218H347N59O73S3,1,108,17347,,5
C218H347N59O73S3,2,108,11225,,5
C218H347N59O73S3,-1,108,5591,,6
C218H347N59O73S3,0,108,15342,,6
C549H869N152O178P2S2,0,108,9531,,11
C549H869N152O178P2S2,2,108,30247,,11
C549H869N152O178P2S2,1,108,17124,,12
C549H869N152O178P2S2,3,108,34210,,12
C549H869N152O178P2S2,4,108,7405,,12
C580H919N160O190P2S2,0,108,33596,,12
C580H919N160O190P2S2,2,108,99,,12
C580H919N160O190P2S2,7,108,30809,,12
C599H948N167O196P2S2,0,108,25973,,12
C599H948N167O196P2S2,1,108,3532,,12
C646H1008N177O213P2S2,0,108,20290,,14
C646H1008N177O213P2S2,2,108,11766,,14
C674H1058N185O218P2S2,3,108,56160,,14
C221H352N60O75S3,2,108,14627,,5
C221H352N60O75S3,13,108,28183,,5
C226H361N61O76S3,-1,108,20187,,6
C226H361N61O76S3,0,108,2245,,6
C235H370N62O77S3,1,108,18864,,5
C235H370N62O77S3,2,108,44684,,5
C235H370N62O77S3,3,108,18362,,5
C235H370N62O77S3,-1,108,5722,,6
C235H370N62O77S3,1,108,3440,,6
C235H370N62O77S3,2,108,8360,,6
C241H382N64O78S3,-1,108,23086,,6
C241H382N64O78S3,0,108,36050,,6
C244H387N65O80S3,-1,108,3471,,5
C248H394N66O82S3,-1,108,311,,5
C254H406N68O83S3,-1,108,56597,,5
C254H406N68O83S3,5,108,30266,,5
C254H406N68O83S3,-1,108,110554,,6
C254H406N68O83S3,-1,108,52224,,7
C254H406N68O83S3,0,108,89813,,7
C254H406N68O83S3,3,108,10284,,7
C265H424N70O85S3,3,108,28206,,5
C265H424N70O85S3,4,108,27967,,5
C265H424N70O85S3,0,108,29592,,6
C265H424N70O85S3,1,108,31148,,6
C265H424N70O85S3,-1,108,18344,,7
C265H424N70O85S3,0,108,8878,,7
C274H438N72O88S3,0,108,31209,,5
C276H441N73O89S3,0,108,10451,,7
C276H441N73O89S3,1,108,50744,,7
C282H453N75O90S3,0,108,2632,,5
C282H453N75O90S3,1,108,23117,,5
C282H453N75O90S3,-1,108,9420,,6
C291H462N76O91S3,0,108,2746,,5
C291H462N76O91S3,1,108,15170,,5
C291H462N76O91S3,2,108,23716,,5
C291H462N76O91S3,-1,108,50172,,6
C291H462N76O91S3,6,108,33170,,6
C291H462N76O91S3,0,108,167337,,7
C291H462N76O91S3,1,108,11597,,7
C291H462N76O91S3,0,108,38100,,8
C291H462N76O91S3,1,108,9523,,8
C308H484N82O93S3,1,108,24491,,5
C308H484N82O93S3,-1,108,15666,,6
C308H484N82O93S3,1,108,54247,,6
C308H484N82O93S3,-1,108,9064,,7
C308H484N82O93S3,0,108,59371,,7
C308H484N82O93S3,2,108,11562,,7
C308H484N82O93S3,-1,108,10526,,8
C308H484N82O93S3,0,108,12365,,8
C308H484N82O93S3,2,108,5199,,8
C311H490N83O98P1S3,0,108,26933,,7
C311H490N83O98P1S3,1,108,8104,,7
C311H490N83O98P1S3,1,108,11069,,8
C317H501N84O99P1S3,-1,108,34902,,7
C317H501N84O99P1S3,0,108,16950,,7
C317H501N84O99P1S3,2,108,10033,,7
C317H501N84O99P1S3,0,108,25316,,8
C321H506N85O102P1S3,0,108,44180,,7
C321H506N85O102P1S3,2,108,1338,,7
C321H506N85O102P1S3,1,108,12671,,8
C326H514N87O104P1S3,3,108,7912,,7
C346H550N91O108P1S3,0,108,15843,,6
C346H550N91O108P1S3,2,108,14037,,6
C346H550N91O108P1S3,0,108,27165,,7
C346H550N91O108P1S3,6,108,13615,,7
C346H550N91O108P1S3,7,108,23427,,7
C346H550N91O108P1S3,2,108,32736,,8
C371H590N97O116P1S3,-1,108,2281,,8
C371H590N97O116P1S3,0,108,34186,,8
C371H590N97O116P1S3,0,108,19326,,9
C371H590N97O116P1S3,1,108,15961,,9
C380H602N99O120P1S3,-1,108,11665,,8
C380H602N99O120P1S3,3,108,9243,,8
C385H609N100O123P1S3,-1,108,34323,,7
C385H609N100O123P1S3,2,108,23070,,7
C385H609N100O123P1S3,0,108,9579,,9
C385H609N100O123P1S3,1,108,23588,,9
C385H609N100O123P1S3,2,108,3529,,9
C415H657N112O132P1S3,-1,108,22803,,8
C415H657N112O132P1S3,1,108,1806,,8
C415H657N112O132P1S3,2,108,15581,,8
C421H668N113O133P1S3,2,108,10658,,9
C430H677N114O135P1S3,1,108,54163,,8
C430H677N114O135P1S3,-1,108,13357,,9
C430H677N114O135P1S3,1,108,23311,,9
C430H677N114O135P1S3,2,108,31572,,9
C436H688N115O136P1S3,6,108,31943,,9
C436H688N115O136P1S3,1,108,3224,,10
C436H688N115O136P1S3,2,108,21079,,10
C445H700N119O139P1S3,0,108,31008,,10
C448H705N120O141P1S3,1,108,31113,,9
C460H728N125O143P1S3,0,108,11556,,10
C460H728N125O143P1S3,1,108,17843,,10
C470H745N128O147P1S3,4,108,9080,,11
C484H766N131O154P1S3,1,108,49574,,9
C488H771N132O157P1S3,4,108,11665,,11
C494H783N134O158P1S3,1,108,26942,,11
C505H803N140O161P1S3,0,108,34629,,10
C505H803N140O161P1S3,-1,108,17696,,12
C514H820N143O163P1S3,-1,108,87025,,10
C525H838N145O167P1S3,-1,108,7870,,11
C525H838N145O167P1S3,0,108,29016,,11
C530H845N146O170P1S3,0,108,33049,,10
C530H845N146O170P1S3,0,108,31594,,12
C530H845N146O170P1S3,1,108,3468,,12
C530H845N146O170P1S3,2,108,7470,,12
C539H854N147O171P1S3,-1,108,17477,,12
C539H854N147O171P1S3,1,108,25045,,12
C548H863N148O172P1S3,-1,108,13823,,11
C548H863N148O172P1S3,0,108,16635,,11
C548H863N148O172P1S3,7,108,10592,,11
C552H870N149O174P1S3,1,108,12856,,11
C552H870N149O174P1S3,6,108,33146,,11
C558H882N151O175P1S3,0,108,27791,,11
C558H882N151O175P1S3,1,108,3702,,11
C558H882N151O175P1S3,3,108,13573,,11
C583H923N156O182P1S3,-1,108,31180,,13
C583H923N156O182P1S3,-1,108,23039,,14
C606H952N161O188P1S3,3,108,42125,,13
C616H964N165O192P1S3,1,108,23696,,13
C616H964N165O192P1S3,5,108,10817,,13
C686H1081N188O217P1S5,2,108,4900,,15
C718H1133N198O230P1S5,4,108,142829,,14
C730H1156N201O232P1S5,3,108,41250,,15
C37H60N10O19P1,0,108,20672,,1
C37H60N10O19P1,13,108,2529,,1
C43H71N11O20P1,0,108,123262,,1
C43H71N11O20P1,2,108,14912,,1
C43H71N11O20P1,3,108,7283,,1
C43H71N11O20P1,8,108,47347,,1
C43H71N11O20P1,10,108,9065,,1
C43H71N11O20P1,11,108,1433,,1
C49H83N13O21P1,3,108,853,,1
C49H83N13O21P1,4,108,2409,,1
C49H83N13O21P1,5,108,15734,,1
C49H83N13O21P1,6,108,1770,,1
C55H95N15O22P1,2,108,18339,,1
C55H95N15O22P1,0,108,12250,,2
C57H98N16O23P1,0,108,3366,,2
C70H119N19O27P1,0,108,30369,,2
C74H124N20O30P1,1,108,4494,,2
C74H124N20O30P1,8,108,66852,,2
C77H129N21O32P1,0,108,7738,,2
C81H135N23O34P1,1,108,8073,,2
C81H135N23O34P1,3,108,123003,,2
C81H135N23O34P1,5,108,3417,,2
C81H135N23O34P1,8,108,3516,,2
C81H135N23O34P1,9,108,2295,,2
C81H135N23O34P1,0,108,2763,,3
C87H146N24O35P1,3,108,7484,,2
C87H146N24O35P1,4,108,6006,,2
C87H146N24O35P1,7,108,3945,,2
C91H152N26O37P1,7,108,9857,,2
C91H152N26O37P1,8,108,1708,,2
C91H152N26O37P1,0,108,11470,,3
C91H152N26O37P1,1,108,403,,3
C95H159N27O39P1,1,108,15955,,2
C95H159N27O39P1,2,108,14670,,2
C95H159N27O39P1,4,108,24163,,2
C98H164N28O40P1S1,15,108,12426,,2
C98H164N28O40P1S1,16,108,11467,,2
C104H176N30O41P1S1,7,108,9015,,2
C104H176N30O41P1S1,9,108,12387,,2
C104H176N30O41P1S1,7,108,8069,,3
C107H181N31O43P1S1,6,108,22817,,2
C107H181N31O43P1S1,3,108,24092,,3
C107H181N31O43P1S1,7,108,27476,,3
C119H198N36O47P1S2,9,108,1422,,3
C119H198N36O47P1S2,10,108,14035,,3
C119H198N36O47P1S2,11,108,26074,,3
C133H222N40O52P1S2,15,108,14143,,3
C144H242N44O55P1S2,5,108,2150,,3
C144H242N44O55P1S2,0,108,14905,,4
C146H245N45O56P1S2,0,108,10034,,4
C151H252N46O59P1S2,0,108,22789,,3
C151H252N46O59P1S2,1,108,2225,,3
C151H252N46O59P1S2,0,108,48282,,4
C161H264N50O63P1S2,0,108,11967,,5
C161H264N50O63P1S2,1,108,2475,,5
C165H271N51O65P1S2,0,108,15662,,4
C165H271N51O65P1S2,1,108,18154,,4
C165H271N51O65P1S2,0,108,14390,,5
C176H281N53O66P1S2,0,108,15711,,5
C176H281N53O66P1S2,1,108,7419,,5
C184H293N55O69P1S2,0,108,13397,,4
C184H293N55O69P1S2,1,108,40212,,4
C184H293N55O69P1S2,0,108,52906,,5
C184H293N55O69P1S2,1,108,815,,5
C209H334N60O76P1S2,0,108,31797,,4
C209H334N60O76P1S2,4,108,13819,,4
C209H334N60O76P1S2,0,108,45225,,5
C209H334N60O76P1S2,1,108,9882,,5
C209H334N60O76P1S2,0,108,14176,,6
C215H346N62O77P1S2,0,108,17636,,5
C215H346N62O77P1S2,0,108,29145,,6
C219H353N63O79P1S2,1,108,5657,,5
C228H362N64O80P1S2,1,108,45042,,5
C228H362N64O80P1S2,0,108,46542,,6
C237H371N65O81P1S2,3,108,17371,,4
C237H371N65O81P1S2,1,108,35938,,5
C237H371N65O81P1S2,6,108,13841,,5
C237H371N65O81P1S2,1,108,45244,,6
C242H378N66O84P1S2,0,108,8172,,5
C242H378N66O84P1S2,1,108,14158,,5
C242H378N66O84P1S2,14,108,5872,,5
C242H378N66O84P1S2,0,108,20204,,6
C247H385N67O87P1S2,1,108,2411,,6
C247H385N67O87P1S2,2,108,24039,,6
C247H385N67O87P1S2,4,108,12945,,6
C247H385N67O87P1S2,9,108,10953,,6
C253H396N68O88P1S2,5,108,8506,,5
C253H396N68O88P1S2,8,108,11159,,5
C253H396N68O88P1S2,5,108,5370,,6
C253H396N68O88P1S2,6,108,5148,,6
C253H396N68O88P1S2,7,108,12240,,7
C256H401N69O89P1S2,0,108,13888,,6
C262H413N71O90P1S2,0,108,31293,,6
C262H413N71O90P1S2,13,108,36617,,6
C267H421N73O92P1S2,0,108,27877,,7
C273H433N77O93P1S2,0,108,13072,,6
C273H433N77O93P1S2,0,108,22345,,7
C279H445N79O94P1S2,0,108,20375,,6
C279H445N79O94P1S2,2,108,2882,,6
C279H445N79O94P1S2,4,108,22892,,6
C279H445N79O94P1S2,0,108,13155,,7
C279H445N79O94P1S2,5,108,46865,,7
C279H445N79O94P1S2,0,108,10161,,8
C283H450N80O97P1S2,0,108,14100,,6
C283H450N80O97P1S2,1,108,38409,,6
C283H450N80O97P1S2,9,108,112860,,6
C283H450N80O97P1S2,0,108,16878,,7
C283H450N80O97P1S2,1,108,25871,,7
C283H450N80O97P1S2,0,108,9876,,8
C288H457N81O100P1S2,0,108,26090,,6
C288H457N81O100P1S2,0,108,28694,,7
C293H466N82O101P1S2,9,108,16165,,6
C297H471N83O104P1S2,0,108,11318,,6
C297H471N83O104P1S2,1,108,24928,,6
C297H471N83O104P1S2,0,108,32341,,7
C297H471N83O104P1S2,1,108,2829,,7
C297H471N83O104P1S2,2,108,1073,,7
C319H511N91O110P1S2,0,108,48590,,6
C319H511N91O110P1S2,2,108,6266,,6
C319H511N91O110P1S2,0,108,32173,,7
C319H511N91O110P1S2,3,108,12865,,7
C319H511N91O110P1S2,4,108,4426,,7
C319H511N91O110P1S2,9,108,27929,,7
C319H511N91O110P1S2,0,108,27288,,8
C319H511N91O110P1S2,4,108,11997,,8
C322H516N92O112P1S2,1,108,32745,,7
C322H516N92O112P1S2,0,108,9650,,8
C322H516N92O112P1S2,3,108,2020,,8
C328H523N95O113P1S2,1,108,16804,,8
C337H539N97O116P1S2,0,108,29859,,7
C337H539N97O116P1S2,4,108,14553,,7
C337H539N97O116P1S2,0,108,46276,,8
C337H539N97O116P1S2,6,108,7345,,8
C337H539N97O116P1S2,0,108,15767,,9
C337H539N97O116P1S2,2,108,2665,,9
C352H559N99O119P1S2,0,108,8492,,7
C355H564N100O120P1S2,0,108,22176,,7
C360H572N102O122P1S2,10,108,313,,8
C360H572N102O122P1S2,11,108,54206,,8
C366H584N106O123P1S2,0,108,14772,,8
C366H584N106O123P1S2,3,108,11994,,8
C378H602N110O125P1S2,0,108,39148,,7
C378H602N110O125P1S2,4,108,25746,,7
C378H602N110O125P1S2,9,108,54258,,7
C378H602N110O125P1S2,0,108,17171,,8
C378H602N110O125P1S2,2,108,71944,,8
C378H602N110O125P1S2,5,108,48121,,8
C378H602N110O125P1S2,8,108,9650,,8
C378H602N110O125P1S2,9,108,16895,,8
C378H602N110O125P1S2,11,108,16390,,8
C378H602N110O125P1S2,1,108,9730,,9
C378H602N110O125P1S2,2,108,18051,,9
C378H602N110O125P1S2,6,108,281,,9
C378H602N110O125P1S2,8,108,44446,,9
C382H607N111O128P1S2,2,108,26215,,7
C382H607N111O128P1S2,4,108,26120,,7
C382H607N111O128P1S2,0,108,13355,,8
C382H607N111O128P1S2,2,108,2016,,8
C382H607N111O128P1S2,10,108,49581,,8
C396H626N114O135P1S2,0,108,39584,,8
C396H626N114O135P1S2,0,108,30229,,9
C396H626N114O135P1S2,10,108,16954,,9
C407H644N116O139P1S2,1,108,1497,,9
C421H666N120O143P1S2,0,108,15164,,9
C421H666N120O143P1S2,1,108,21793,,9
C450H715N127O152P1S2,0,108,2072,,10
C459H732N129O158P2S2,1,108,38744,,9
C459H732N129O158P2S2,0,108,33686,,10
C476H754N135O160P2S2,0,108,13148,,8
C476H754N135O160P2S2,3,108,22008,,8
C476H754N135O160P2S2,0,108,60237,,9
C476H754N135O160P2S2,2,108,11937,,9
C476H754N135O160P2S2,0,108,37401,,10
C476H754N135O160P2S2,1,108,33970,,10
C476H754N135O160P2S2,4,108,3285,,10
C476H754N135O160P2S2,0,108,41896,,11
C476H754N135O160P2S2,0,108,12188,,12
C485H763N136O161P2S2,2,108,63929,,9
C485H763N136O161P2S2,0,108,28200,,10
C485H763N136O161P2S2,4,108,10308,,10
C485H763N136O161P2S2,5,108,676,,10
C485H763N136O161P2S2,0,108,25053,,11
C485H763N136O161P2S2,1,108,34025,,11
C491H775N138O162P2S2,0,108,21518,,10
C491H775N138O162P2S2,2,108,142,,10
C491H775N138O162P2S2,3,108,14668,,10
C491H775N138O162P2S2,2,108,39974,,11
C513H810N143O168P2S2,1,108,79338,,10
C513H810N143O168P2S2,0,108,102705,,11
C513H810N143O168P2S2,5,108,14319,,11
C513H810N143O168P2S2,0,108,37392,,12
C519H822N145O169P2S2,0,108,13193,,11
C519H822N145O169P2S2,2,108,8505,,11
C526H834N147O173P2S2,1,108,19239,,12
C532H846N149O174P2S2,2,108,34571,,11
C16H30N6O6S1,0,109,3641,,1
C16H30N6O6S1,3,109,65631,,1
C16H30N6O6S1,4,109,10846,,1
C16H30N6O6S1,12,109,9879,,1
